Sl.no,Date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold
1892,01-09-2022,Andhra Pradesh,2-Wheelers,2239,52804
1893,01-09-2022,Assam,2-Wheelers,200,31729
1894,01-09-2022,Bihar,2-Wheelers,951,54364
1895,01-09-2022,Chandigarh,2-Wheelers,70,1929
1896,01-09-2022,Chhattisgarh,2-Wheelers,1190,23465
1897,01-09-2022,DNH and DD,2-Wheelers,8,629
1898,01-09-2022,Delhi,2-Wheelers,2301,25409
1899,01-09-2022,Goa,2-Wheelers,400,4078
1900,01-09-2022,Gujarat,2-Wheelers,5333,77920
1901,01-09-2022,Haryana,2-Wheelers,848,25832
1902,01-09-2022,Himachal Pradesh,2-Wheelers,67,4101
1903,01-09-2022,Jammu and Kashmir,2-Wheelers,220,8320
1904,01-09-2022,Jharkhand,2-Wheelers,498,23758
1905,01-09-2022,Karnataka,2-Wheelers,7616,87981
1906,01-09-2022,Kerala,2-Wheelers,3100,53877
1907,01-09-2022,Madhya Pradesh,2-Wheelers,1898,53245
1908,01-09-2022,Maharashtra,2-Wheelers,10730,122642
1909,01-09-2022,Mizoram,2-Wheelers,4,1568
1910,01-09-2022,Odisha,2-Wheelers,2197,36139
1911,01-09-2022,Puducherry,2-Wheelers,114,3772
1912,01-09-2022,Punjab,2-Wheelers,590,27407
1913,01-09-2022,Rajasthan,2-Wheelers,4677,53951
1914,01-09-2022,Tamil Nadu,2-Wheelers,5112,121791
1915,01-09-2022,Tripura,2-Wheelers,17,3842
1916,01-09-2022,Uttar Pradesh,2-Wheelers,1787,97293
1917,01-09-2022,Uttarakhand,2-Wheelers,386,9325
1918,01-09-2022,West Bengal,2-Wheelers,727,64255
1919,01-10-2022,Andhra Pradesh,2-Wheelers,2568,74374
1920,01-10-2022,Assam,2-Wheelers,194,38033
1921,01-10-2022,Bihar,2-Wheelers,1377,88895
1922,01-10-2022,Chandigarh,2-Wheelers,118,3103
1923,01-10-2022,Chhattisgarh,2-Wheelers,2471,57951
1924,01-10-2022,DNH and DD,2-Wheelers,5,619
1925,01-10-2022,Delhi,2-Wheelers,3699,50702
1926,01-10-2022,Goa,2-Wheelers,704,6241
1927,01-10-2022,Gujarat,2-Wheelers,6635,115540
1928,01-10-2022,Haryana,2-Wheelers,1313,38921
1929,01-10-2022,Himachal Pradesh,2-Wheelers,79,5548
1930,01-10-2022,Jammu and Kashmir,2-Wheelers,258,9184
1931,01-10-2022,Jharkhand,2-Wheelers,949,50073
1932,01-10-2022,Karnataka,2-Wheelers,9706,117015
1933,01-10-2022,Kerala,2-Wheelers,3629,44021
1934,01-10-2022,Madhya Pradesh,2-Wheelers,3616,137210
1935,01-10-2022,Maharashtra,2-Wheelers,15999,189870
1936,01-10-2022,Manipur,2-Wheelers,4,2532
1937,01-10-2022,Meghalaya,2-Wheelers,5,1558
1938,01-10-2022,Mizoram,2-Wheelers,3,1638
1939,01-10-2022,Odisha,2-Wheelers,3695,72161
1940,01-10-2022,Puducherry,2-Wheelers,180,3564
1941,01-10-2022,Punjab,2-Wheelers,707,37265
1942,01-10-2022,Rajasthan,2-Wheelers,9455,133585
1943,01-10-2022,Tamil Nadu,2-Wheelers,5530,111507
1944,01-10-2022,Tripura,2-Wheelers,13,3431
1945,01-10-2022,Uttar Pradesh,2-Wheelers,3003,258110
1946,01-10-2022,Uttarakhand,2-Wheelers,797,19532
1947,01-10-2022,West Bengal,2-Wheelers,538,50676
1948,01-11-2022,Andaman & Nicobar Island,2-Wheelers,6,405
1949,01-11-2022,Andhra Pradesh,2-Wheelers,2742,69695
1950,01-11-2022,Assam,2-Wheelers,176,32542
1951,01-11-2022,Bihar,2-Wheelers,1253,110759
1952,01-11-2022,Chandigarh,2-Wheelers,163,1727
1953,01-11-2022,Chhattisgarh,2-Wheelers,2725,42575
1954,01-11-2022,DNH and DD,2-Wheelers,14,1290
1955,01-11-2022,Delhi,2-Wheelers,3869,41689
1956,01-11-2022,Goa,2-Wheelers,587,5285
1957,01-11-2022,Gujarat,2-Wheelers,8322,165828
1958,01-11-2022,Haryana,2-Wheelers,1369,58469
1959,01-11-2022,Himachal Pradesh,2-Wheelers,134,9181
1960,01-11-2022,Jammu and Kashmir,2-Wheelers,194,4656
1961,01-11-2022,Jharkhand,2-Wheelers,953,40248
1962,01-11-2022,Karnataka,2-Wheelers,9851,109695
1963,01-11-2022,Kerala,2-Wheelers,3698,40561
1964,01-11-2022,Madhya Pradesh,2-Wheelers,3426,130285
1965,01-11-2022,Maharashtra,2-Wheelers,13718,204988
1966,01-11-2022,Manipur,2-Wheelers,2,5529
1967,01-11-2022,Meghalaya,2-Wheelers,3,1438
1968,01-11-2022,Mizoram,2-Wheelers,8,1542
1969,01-11-2022,Odisha,2-Wheelers,2997,38593
1970,01-11-2022,Puducherry,2-Wheelers,153,3002
1971,01-11-2022,Punjab,2-Wheelers,1042,46873
1972,01-11-2022,Rajasthan,2-Wheelers,7306,158463
1973,01-11-2022,Tamil Nadu,2-Wheelers,7258,120109
1974,01-11-2022,Tripura,2-Wheelers,12,3427
1975,01-11-2022,Uttar Pradesh,2-Wheelers,2746,279169
1976,01-11-2022,Uttarakhand,2-Wheelers,839,25037
1977,01-11-2022,West Bengal,2-Wheelers,1209,100516
1978,01-12-2022,Andaman & Nicobar Island,2-Wheelers,10,397
1979,01-12-2022,Andhra Pradesh,2-Wheelers,2718,47327
1980,01-12-2022,Assam,2-Wheelers,250,34737
1981,01-12-2022,Bihar,2-Wheelers,987,60432
1982,01-12-2022,Chandigarh,2-Wheelers,123,1454
1983,01-12-2022,Chhattisgarh,2-Wheelers,1883,26359
1984,01-12-2022,DNH and DD,2-Wheelers,19,1112
1985,01-12-2022,Delhi,2-Wheelers,3826,21773
1986,01-12-2022,Goa,2-Wheelers,528,4983
1987,01-12-2022,Gujarat,2-Wheelers,7906,107138
1988,01-12-2022,Haryana,2-Wheelers,885,37571
1989,01-12-2022,Himachal Pradesh,2-Wheelers,100,6751
1990,01-12-2022,Jammu and Kashmir,2-Wheelers,150,3943
1991,01-12-2022,Jharkhand,2-Wheelers,653,27130
1992,01-12-2022,Karnataka,2-Wheelers,7750,75110
1993,01-12-2022,Kerala,2-Wheelers,4112,40445
1994,01-12-2022,Madhya Pradesh,2-Wheelers,2328,64980
1995,01-12-2022,Maharashtra,2-Wheelers,13076,136534
1996,01-12-2022,Manipur,2-Wheelers,63,4150
1997,01-12-2022,Mizoram,2-Wheelers,11,1792
1998,01-12-2022,Odisha,2-Wheelers,2379,38217
1999,01-12-2022,Puducherry,2-Wheelers,177,2396
2000,01-12-2022,Punjab,2-Wheelers,635,35992
2001,01-12-2022,Rajasthan,2-Wheelers,5060,57108
2002,01-12-2022,Tamil Nadu,2-Wheelers,4991,77848
2003,01-12-2022,Tripura,2-Wheelers,57,3393
2004,01-12-2022,Uttar Pradesh,2-Wheelers,2334,134747
2005,01-12-2022,Uttarakhand,2-Wheelers,581,10627
2006,01-12-2022,West Bengal,2-Wheelers,1047,69018
2007,01-01-2023,Andhra Pradesh,2-Wheelers,2680,49537
2008,01-01-2023,Assam,2-Wheelers,142,41897
2009,01-01-2023,Bihar,2-Wheelers,987,63994
2010,01-01-2023,Chandigarh,2-Wheelers,172,1977
2011,01-01-2023,Chhattisgarh,2-Wheelers,1923,35000
2012,01-01-2023,DNH and DD,2-Wheelers,9,698
2013,01-01-2023,Delhi,2-Wheelers,3285,35973
2014,01-01-2023,Goa,2-Wheelers,662,4457
2015,01-01-2023,Gujarat,2-Wheelers,5873,70897
2016,01-01-2023,Haryana,2-Wheelers,706,29990
2017,01-01-2023,Himachal Pradesh,2-Wheelers,78,4421
2018,01-01-2023,Jammu and Kashmir,2-Wheelers,115,3934
2019,01-01-2023,Jharkhand,2-Wheelers,655,27267
2020,01-01-2023,Karnataka,2-Wheelers,9969,94898
2021,01-01-2023,Kerala,2-Wheelers,4667,43110
2022,01-01-2023,Madhya Pradesh,2-Wheelers,2443,80312
2023,01-01-2023,Maharashtra,2-Wheelers,13802,148279
2024,01-01-2023,Manipur,2-Wheelers,7,3158
2025,01-01-2023,Meghalaya,2-Wheelers,4,1372
2026,01-01-2023,Mizoram,2-Wheelers,10,1599
2027,01-01-2023,Odisha,2-Wheelers,2533,47973
2028,01-01-2023,Puducherry,2-Wheelers,197,4395
2029,01-01-2023,Punjab,2-Wheelers,590,33117
2030,01-01-2023,Rajasthan,2-Wheelers,4624,62966
2031,01-01-2023,Tamil Nadu,2-Wheelers,5505,135769
2032,01-01-2023,Tripura,2-Wheelers,8,2766
2033,01-01-2023,Uttar Pradesh,2-Wheelers,1952,171721
2034,01-01-2023,Uttarakhand,2-Wheelers,447,12862
2035,01-01-2023,West Bengal,2-Wheelers,632,52431
2036,01-02-2023,Andhra Pradesh,2-Wheelers,2907,51810
2037,01-02-2023,Assam,2-Wheelers,190,36795
2038,01-02-2023,Bihar,2-Wheelers,911,77926
2039,01-02-2023,Chandigarh,2-Wheelers,216,955
2040,01-02-2023,Chhattisgarh,2-Wheelers,1874,30804
2041,01-02-2023,DNH and DD,2-Wheelers,16,777
2042,01-02-2023,Delhi,2-Wheelers,2800,29396
2043,01-02-2023,Goa,2-Wheelers,628,3919
2044,01-02-2023,Gujarat,2-Wheelers,6757,85424
2045,01-02-2023,Haryana,2-Wheelers,702,31279
2046,01-02-2023,Himachal Pradesh,2-Wheelers,65,4784
2047,01-02-2023,Jammu and Kashmir,2-Wheelers,147,4868
2048,01-02-2023,Jharkhand,2-Wheelers,652,31633
2049,01-02-2023,Karnataka,2-Wheelers,10266,88323
2050,01-02-2023,Kerala,2-Wheelers,5558,39985
2051,01-02-2023,Madhya Pradesh,2-Wheelers,2358,75150
2052,01-02-2023,Maharashtra,2-Wheelers,12070,129508
2053,01-02-2023,Manipur,2-Wheelers,14,2990
2054,01-02-2023,Meghalaya,2-Wheelers,2,1192
2055,01-02-2023,Mizoram,2-Wheelers,9,1655
2056,01-02-2023,Odisha,2-Wheelers,2552,49375
2057,01-02-2023,Puducherry,2-Wheelers,177,3354
2058,01-02-2023,Punjab,2-Wheelers,609,34555
2059,01-02-2023,Rajasthan,2-Wheelers,4662,62207
2060,01-02-2023,Tamil Nadu,2-Wheelers,6701,118355
2061,01-02-2023,Tripura,2-Wheelers,20,2860
2062,01-02-2023,Uttar Pradesh,2-Wheelers,1968,190812
2063,01-02-2023,Uttarakhand,2-Wheelers,426,11079
2064,01-02-2023,West Bengal,2-Wheelers,814,67188
2065,01-03-2023,Andhra Pradesh,2-Wheelers,3515,54298
2066,01-03-2023,Assam,2-Wheelers,221,41575
2067,01-03-2023,Bihar,2-Wheelers,1302,92334
2068,01-03-2023,Chandigarh,2-Wheelers,362,663
2069,01-03-2023,Chhattisgarh,2-Wheelers,2188,33362
2070,01-03-2023,DNH and DD,2-Wheelers,5,902
2071,01-03-2023,Delhi,2-Wheelers,3782,30396
2072,01-03-2023,Goa,2-Wheelers,837,5064
2073,01-03-2023,Gujarat,2-Wheelers,7790,92417
2074,01-03-2023,Haryana,2-Wheelers,714,33171
2075,01-03-2023,Himachal Pradesh,2-Wheelers,91,4543
2076,01-03-2023,Jammu and Kashmir,2-Wheelers,198,7789
2077,01-03-2023,Jharkhand,2-Wheelers,797,39001
2078,01-03-2023,Karnataka,2-Wheelers,13056,104953
2079,01-03-2023,Kerala,2-Wheelers,6773,50705
2080,01-03-2023,Madhya Pradesh,2-Wheelers,3213,100653
2081,01-03-2023,Maharashtra,2-Wheelers,17077,154632
2082,01-03-2023,Manipur,2-Wheelers,3,3985
2083,01-03-2023,Mizoram,2-Wheelers,10,1615
2084,01-03-2023,Odisha,2-Wheelers,3269,52642
2085,01-03-2023,Puducherry,2-Wheelers,261,3608
2086,01-03-2023,Punjab,2-Wheelers,805,36806
2087,01-03-2023,Rajasthan,2-Wheelers,6375,85324
2088,01-03-2023,Tamil Nadu,2-Wheelers,8388,119376
2089,01-03-2023,Tripura,2-Wheelers,23,3016
2090,01-03-2023,Uttar Pradesh,2-Wheelers,3559,206315
2091,01-03-2023,Uttarakhand,2-Wheelers,587,13077
2092,01-03-2023,West Bengal,2-Wheelers,1103,73690
2093,01-04-2023,Andhra Pradesh,2-Wheelers,3515,48046
2094,01-04-2023,Assam,2-Wheelers,178,35047
2095,01-04-2023,Bihar,2-Wheelers,971,84319
2096,01-04-2023,Chandigarh,2-Wheelers,126,2085
2097,01-04-2023,Chhattisgarh,2-Wheelers,1559,27613
2098,01-04-2023,DNH and DD,2-Wheelers,5,666
2099,01-04-2023,Delhi,2-Wheelers,2738,28590
2100,01-04-2023,Goa,2-Wheelers,698,3609
2101,01-04-2023,Gujarat,2-Wheelers,8266,89782
2102,01-04-2023,Haryana,2-Wheelers,802,34168
2103,01-04-2023,Himachal Pradesh,2-Wheelers,96,4847
2104,01-04-2023,Jammu and Kashmir,2-Wheelers,212,6299
2105,01-04-2023,Jharkhand,2-Wheelers,682,36353
2106,01-04-2023,Karnataka,2-Wheelers,9711,91491
2107,01-04-2023,Kerala,2-Wheelers,4659,32903
2108,01-04-2023,Madhya Pradesh,2-Wheelers,1958,64877
2109,01-04-2023,Maharashtra,2-Wheelers,12260,130977
2110,01-04-2023,Manipur,2-Wheelers,15,3425
2111,01-04-2023,Meghalaya,2-Wheelers,3,1501
2112,01-04-2023,Mizoram,2-Wheelers,8,1565
2113,01-04-2023,Odisha,2-Wheelers,2848,43956
2114,01-04-2023,Puducherry,2-Wheelers,157,3076
2115,01-04-2023,Punjab,2-Wheelers,376,28269
2116,01-04-2023,Rajasthan,2-Wheelers,3914,67999
2117,01-04-2023,Tamil Nadu,2-Wheelers,6509,94801
2118,01-04-2023,Tripura,2-Wheelers,19,2450
2119,01-04-2023,Uttar Pradesh,2-Wheelers,3087,195568
2120,01-04-2023,Uttarakhand,2-Wheelers,524,12580
2121,01-04-2023,West Bengal,2-Wheelers,918,54194
2122,01-05-2023,Andhra Pradesh,2-Wheelers,4370,54545
2123,01-05-2023,Assam,2-Wheelers,282,35939
2124,01-05-2023,Bihar,2-Wheelers,1536,125465
2125,01-05-2023,Chandigarh,2-Wheelers,209,2356
2126,01-05-2023,Chhattisgarh,2-Wheelers,2514,29232
2127,01-05-2023,DNH and DD,2-Wheelers,4,829
2128,01-05-2023,Delhi,2-Wheelers,4977,32282
2129,01-05-2023,Goa,2-Wheelers,863,3933
2130,01-05-2023,Gujarat,2-Wheelers,9609,87169
2131,01-05-2023,Haryana,2-Wheelers,1053,34399
2132,01-05-2023,Himachal Pradesh,2-Wheelers,118,5278
2133,01-05-2023,Jammu and Kashmir,2-Wheelers,258,9084
2134,01-05-2023,Jharkhand,2-Wheelers,839,41796
2135,01-05-2023,Karnataka,2-Wheelers,17292,97074
2136,01-05-2023,Kerala,2-Wheelers,7386,41347
2137,01-05-2023,Ladakh,2-Wheelers,14,161
2138,01-05-2023,Madhya Pradesh,2-Wheelers,3940,97067
2139,01-05-2023,Maharashtra,2-Wheelers,20585,126680
2140,01-05-2023,Manipur,2-Wheelers,10,572
2141,01-05-2023,Meghalaya,2-Wheelers,7,2006
2142,01-05-2023,Mizoram,2-Wheelers,14,1626
2143,01-05-2023,Odisha,2-Wheelers,3727,44563
2144,01-05-2023,Puducherry,2-Wheelers,382,3736
2145,01-05-2023,Punjab,2-Wheelers,1181,32433
2146,01-05-2023,Rajasthan,2-Wheelers,6897,79573
2147,01-05-2023,Tamil Nadu,2-Wheelers,10330,109325
2148,01-05-2023,Tripura,2-Wheelers,65,3305
2149,01-05-2023,Uttar Pradesh,2-Wheelers,4704,300079
2150,01-05-2023,Uttarakhand,2-Wheelers,682,14779
2151,01-05-2023,West Bengal,2-Wheelers,1508,77494
2152,01-06-2023,Andhra Pradesh,2-Wheelers,1004,45618
2153,01-06-2023,Assam,2-Wheelers,177,31855
2154,01-06-2023,Bihar,2-Wheelers,520,90944
2155,01-06-2023,Chandigarh,2-Wheelers,135,2638
2156,01-06-2023,Chhattisgarh,2-Wheelers,1245,30378
2157,01-06-2023,DNH and DD,2-Wheelers,5,765
2158,01-06-2023,Delhi,2-Wheelers,1787,28279
2159,01-06-2023,Goa,2-Wheelers,531,3485
2160,01-06-2023,Gujarat,2-Wheelers,4019,80898
2161,01-06-2023,Haryana,2-Wheelers,408,33317
2162,01-06-2023,Himachal Pradesh,2-Wheelers,59,5397
2163,01-06-2023,Jammu and Kashmir,2-Wheelers,166,7915
2164,01-06-2023,Jharkhand,2-Wheelers,390,36415
2165,01-06-2023,Karnataka,2-Wheelers,7730,101825
2166,01-06-2023,Kerala,2-Wheelers,4020,38025
2167,01-06-2023,Ladakh,2-Wheelers,2,208
2168,01-06-2023,Madhya Pradesh,2-Wheelers,1671,78536
2169,01-06-2023,Maharashtra,2-Wheelers,8451,119809
2170,01-06-2023,Manipur,2-Wheelers,4,270
2171,01-06-2023,Mizoram,2-Wheelers,4,1795
2172,01-06-2023,Odisha,2-Wheelers,2131,43202
2173,01-06-2023,Puducherry,2-Wheelers,140,3591
2174,01-06-2023,Punjab,2-Wheelers,534,30214
2175,01-06-2023,Rajasthan,2-Wheelers,3261,69235
2176,01-06-2023,Tamil Nadu,2-Wheelers,4720,121451
2177,01-06-2023,Tripura,2-Wheelers,8,2709
2178,01-06-2023,Uttar Pradesh,2-Wheelers,1932,219233
2179,01-06-2023,Uttarakhand,2-Wheelers,324,13374
2180,01-06-2023,West Bengal,2-Wheelers,462,64854
2181,01-07-2023,Andhra Pradesh,2-Wheelers,1361,50877
2182,01-07-2023,Assam,2-Wheelers,168,32074
2183,01-07-2023,Bihar,2-Wheelers,614,69583
2184,01-07-2023,Chandigarh,2-Wheelers,134,1813
2185,01-07-2023,Chhattisgarh,2-Wheelers,1584,28753
2186,01-07-2023,DNH and DD,2-Wheelers,5,856
2187,01-07-2023,Delhi,2-Wheelers,2068,31269
2188,01-07-2023,Goa,2-Wheelers,517,2877
2189,01-07-2023,Gujarat,2-Wheelers,5300,98394
2190,01-07-2023,Haryana,2-Wheelers,152,15523
2191,01-07-2023,Himachal Pradesh,2-Wheelers,40,5450
2192,01-07-2023,Jammu and Kashmir,2-Wheelers,116,8604
2193,01-07-2023,Jharkhand,2-Wheelers,447,32370
2194,01-07-2023,Karnataka,2-Wheelers,9632,95036
2195,01-07-2023,Kerala,2-Wheelers,3937,34948
2196,01-07-2023,Madhya Pradesh,2-Wheelers,1971,69937
2197,01-07-2023,Maharashtra,2-Wheelers,9822,126943
2198,01-07-2023,Manipur,2-Wheelers,6,1145
2199,01-07-2023,Meghalaya,2-Wheelers,20,2030
2200,01-07-2023,Mizoram,2-Wheelers,6,1721
2201,01-07-2023,Odisha,2-Wheelers,2805,38394
2202,01-07-2023,Puducherry,2-Wheelers,189,3909
2203,01-07-2023,Punjab,2-Wheelers,445,33588
2204,01-07-2023,Rajasthan,2-Wheelers,3763,76511
2205,01-07-2023,Tamil Nadu,2-Wheelers,5839,119322
2206,01-07-2023,Tripura,2-Wheelers,6,2942
2207,01-07-2023,Uttar Pradesh,2-Wheelers,2326,158970
2208,01-07-2023,Uttarakhand,2-Wheelers,408,13216
2209,01-07-2023,West Bengal,2-Wheelers,509,67367
2210,01-08-2023,Andhra Pradesh,2-Wheelers,1568,56399
2211,01-08-2023,Assam,2-Wheelers,147,31641
2212,01-08-2023,Bihar,2-Wheelers,713,58346
2213,01-08-2023,Chandigarh,2-Wheelers,125,1789
2214,01-08-2023,Chhattisgarh,2-Wheelers,2088,28699
2215,01-08-2023,DNH and DD,2-Wheelers,6,606
2216,01-08-2023,Delhi,2-Wheelers,2116,33120
2217,01-08-2023,Goa,2-Wheelers,689,4098
2218,01-08-2023,Gujarat,2-Wheelers,5755,87134
2219,01-08-2023,Haryana,2-Wheelers,399,38102
2220,01-08-2023,Himachal Pradesh,2-Wheelers,64,5345
2221,01-08-2023,Jammu and Kashmir,2-Wheelers,98,8650
2222,01-08-2023,Jharkhand,2-Wheelers,455,27909
2223,01-08-2023,Karnataka,2-Wheelers,9720,101545
2224,01-08-2023,Kerala,2-Wheelers,4798,49548
2225,01-08-2023,Madhya Pradesh,2-Wheelers,3907,73963
2226,01-08-2023,Maharashtra,2-Wheelers,12043,133378
2227,01-08-2023,Manipur,2-Wheelers,8,846
2228,01-08-2023,Meghalaya,2-Wheelers,15,2060
2229,01-08-2023,Mizoram,2-Wheelers,4,1908
2230,01-08-2023,Odisha,2-Wheelers,2737,36033
2231,01-08-2023,Puducherry,2-Wheelers,197,4141
2232,01-08-2023,Punjab,2-Wheelers,642,34784
2233,01-08-2023,Rajasthan,2-Wheelers,4313,76171
2234,01-08-2023,Tamil Nadu,2-Wheelers,6246,128997
2235,01-08-2023,Tripura,2-Wheelers,33,3154
2236,01-08-2023,Uttar Pradesh,2-Wheelers,2710,146984
2237,01-08-2023,Uttarakhand,2-Wheelers,364,12790
2238,01-08-2023,West Bengal,2-Wheelers,511,64154
2239,01-09-2023,Andhra Pradesh,2-Wheelers,1388,53014
2240,01-09-2023,Assam,2-Wheelers,257,32936
2241,01-09-2023,Bihar,2-Wheelers,900,65102
2242,01-09-2023,Chandigarh,2-Wheelers,134,1868
2243,01-09-2023,Chhattisgarh,2-Wheelers,2178,30725
2244,01-09-2023,DNH and DD,2-Wheelers,12,732
2245,01-09-2023,Delhi,2-Wheelers,2002,31468
2246,01-09-2023,Goa,2-Wheelers,560,5539
2247,01-09-2023,Gujarat,2-Wheelers,7209,129851
2248,01-09-2023,Haryana,2-Wheelers,321,44459
2249,01-09-2023,Himachal Pradesh,2-Wheelers,68,5403
2250,01-09-2023,Jammu and Kashmir,2-Wheelers,113,8372
2251,01-09-2023,Jharkhand,2-Wheelers,524,31209
2252,01-09-2023,Karnataka,2-Wheelers,10590,106981
2253,01-09-2023,Kerala,2-Wheelers,4461,48967
2254,01-09-2023,Madhya Pradesh,2-Wheelers,3283,74064
2255,01-09-2023,Maharashtra,2-Wheelers,12444,134556
2256,01-09-2023,Meghalaya,2-Wheelers,11,1991
2257,01-09-2023,Mizoram,2-Wheelers,6,1561
2258,01-09-2023,Odisha,2-Wheelers,3049,45630
2259,01-09-2023,Puducherry,2-Wheelers,136,3350
2260,01-09-2023,Punjab,2-Wheelers,676,35832
2261,01-09-2023,Rajasthan,2-Wheelers,4336,81056
2262,01-09-2023,Tamil Nadu,2-Wheelers,5178,116071
2263,01-09-2023,Tripura,2-Wheelers,17,3157
2264,01-09-2023,Uttar Pradesh,2-Wheelers,3141,143067
2265,01-09-2023,Uttarakhand,2-Wheelers,262,12642
2266,01-09-2023,West Bengal,2-Wheelers,489,58361
2267,01-10-2023,Andhra Pradesh,2-Wheelers,1757,66154
2268,01-10-2023,Assam,2-Wheelers,245,51372
2269,01-10-2023,Bihar,2-Wheelers,820,65088
2270,01-10-2023,Chandigarh,2-Wheelers,157,1964
2271,01-10-2023,Chhattisgarh,2-Wheelers,2195,38600
2272,01-10-2023,DNH and DD,2-Wheelers,4,1109
2273,01-10-2023,Delhi,2-Wheelers,2611,35861
2274,01-10-2023,Goa,2-Wheelers,567,5377
2275,01-10-2023,Gujarat,2-Wheelers,8417,149414
2276,01-10-2023,Haryana,2-Wheelers,591,37096
2277,01-10-2023,Himachal Pradesh,2-Wheelers,53,4480
2278,01-10-2023,Jammu and Kashmir,2-Wheelers,137,6736
2279,01-10-2023,Jharkhand,2-Wheelers,502,33632
2280,01-10-2023,Karnataka,2-Wheelers,11137,108712
2281,01-10-2023,Kerala,2-Wheelers,5051,36841
2282,01-10-2023,Madhya Pradesh,2-Wheelers,3262,99036
2283,01-10-2023,Maharashtra,2-Wheelers,15716,167065
2284,01-10-2023,Manipur,2-Wheelers,6,1035
2285,01-10-2023,Mizoram,2-Wheelers,36,1958
2286,01-10-2023,Odisha,2-Wheelers,3972,71596
2287,01-10-2023,Puducherry,2-Wheelers,197,3765
2288,01-10-2023,Punjab,2-Wheelers,760,34028
2289,01-10-2023,Rajasthan,2-Wheelers,4906,103647
2290,01-10-2023,Tamil Nadu,2-Wheelers,6507,131658
2291,01-10-2023,Tripura,2-Wheelers,6,4285
2292,01-10-2023,Uttar Pradesh,2-Wheelers,3775,162993
2293,01-10-2023,Uttarakhand,2-Wheelers,383,13890
2294,01-10-2023,West Bengal,2-Wheelers,851,65489
2295,01-11-2023,Andaman & Nicobar Island,2-Wheelers,3,598
2296,01-11-2023,Andhra Pradesh,2-Wheelers,1997,79246
2297,01-11-2023,Assam,2-Wheelers,244,41326
2298,01-11-2023,Bihar,2-Wheelers,1765,149828
2299,01-11-2023,Chandigarh,2-Wheelers,241,2430
2300,01-11-2023,Chhattisgarh,2-Wheelers,3880,76276
2301,01-11-2023,DNH and DD,2-Wheelers,15,1185
2302,01-11-2023,Delhi,2-Wheelers,3976,56736
2303,01-11-2023,Goa,2-Wheelers,977,6217
2304,01-11-2023,Gujarat,2-Wheelers,5424,152556
2305,01-11-2023,Haryana,2-Wheelers,565,42364
2306,01-11-2023,Himachal Pradesh,2-Wheelers,53,6131
2307,01-11-2023,Jammu and Kashmir,2-Wheelers,172,8743
2308,01-11-2023,Jharkhand,2-Wheelers,825,63696
2309,01-11-2023,Karnataka,2-Wheelers,14300,136535
2310,01-11-2023,Kerala,2-Wheelers,5352,36822
2311,01-11-2023,Madhya Pradesh,2-Wheelers,4861,204532
2312,01-11-2023,Maharashtra,2-Wheelers,19008,230768
2313,01-11-2023,Manipur,2-Wheelers,10,812
2314,01-11-2023,Meghalaya,2-Wheelers,6,1893
2315,01-11-2023,Mizoram,2-Wheelers,35,1977
2316,01-11-2023,Odisha,2-Wheelers,4345,63423
2317,01-11-2023,Puducherry,2-Wheelers,194,3681
2318,01-11-2023,Punjab,2-Wheelers,1184,48694
2319,01-11-2023,Rajasthan,2-Wheelers,7743,191722
2320,01-11-2023,Tamil Nadu,2-Wheelers,7096,121926
2321,01-11-2023,Tripura,2-Wheelers,11,4893
2322,01-11-2023,Uttar Pradesh,2-Wheelers,5327,387983
2323,01-11-2023,Uttarakhand,2-Wheelers,626,24522
2324,01-11-2023,West Bengal,2-Wheelers,1007,97240
2325,01-12-2023,Andaman & Nicobar Island,2-Wheelers,7,430
2326,01-12-2023,Andhra Pradesh,2-Wheelers,2372,60868
2327,01-12-2023,Arunachal Pradesh,2-Wheelers,2,1377
2328,01-12-2023,Assam,2-Wheelers,204,38490
2329,01-12-2023,Bihar,2-Wheelers,1354,91064
2330,01-12-2023,Chandigarh,2-Wheelers,137,1162
2331,01-12-2023,Chhattisgarh,2-Wheelers,1865,31773
2332,01-12-2023,DNH and DD,2-Wheelers,13,1447
2333,01-12-2023,Delhi,2-Wheelers,5380,27097
2334,01-12-2023,Goa,2-Wheelers,799,4299
2335,01-12-2023,Gujarat,2-Wheelers,4080,85848
2336,01-12-2023,Haryana,2-Wheelers,1019,60574
2337,01-12-2023,Himachal Pradesh,2-Wheelers,102,9988
2338,01-12-2023,Jammu and Kashmir,2-Wheelers,96,3661
2339,01-12-2023,Jharkhand,2-Wheelers,632,32673
2340,01-12-2023,Karnataka,2-Wheelers,10237,91996
2341,01-12-2023,Kerala,2-Wheelers,4866,35712
2342,01-12-2023,Madhya Pradesh,2-Wheelers,3359,88017
2343,01-12-2023,Maharashtra,2-Wheelers,14495,174125
2344,01-12-2023,Manipur,2-Wheelers,6,976
2345,01-12-2023,Mizoram,2-Wheelers,24,1974
2346,01-12-2023,Odisha,2-Wheelers,4383,48402
2347,01-12-2023,Puducherry,2-Wheelers,224,2836
2348,01-12-2023,Punjab,2-Wheelers,951,45523
2349,01-12-2023,Rajasthan,2-Wheelers,4676,99479
2350,01-12-2023,Tamil Nadu,2-Wheelers,5403,82736
2351,01-12-2023,Tripura,2-Wheelers,40,3663
2352,01-12-2023,Uttar Pradesh,2-Wheelers,5487,211546
