Sl.no,Date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold
962,01-09-2022,West Bengal,4-Wheelers,123,11473
963,01-10-2022,Andhra Pradesh,4-Wheelers,57,8075
964,01-10-2022,Assam,4-Wheelers,11,7529
965,01-10-2022,Bihar,4-Wheelers,19,7888
966,01-10-2022,Chandigarh,4-Wheelers,16,2422
967,01-10-2022,Chhattisgarh,4-Wheelers,51,7365
968,01-10-2022,DNH and DD,4-Wheelers,2,432
969,01-10-2022,Delhi,4-Wheelers,633,18613
970,01-10-2022,Goa,4-Wheelers,40,2230
971,01-10-2022,Gujarat,4-Wheelers,189,31456
972,01-10-2022,Haryana,4-Wheelers,39,21475
973,01-10-2022,Himachal Pradesh,4-Wheelers,2,3447
974,01-10-2022,Jammu and Kashmir,4-Wheelers,8,4556
975,01-10-2022,Jharkhand,4-Wheelers,22,6208
976,01-10-2022,Karnataka,4-Wheelers,563,26091
977,01-10-2022,Kerala,4-Wheelers,419,16857
978,01-10-2022,Madhya Pradesh,4-Wheelers,63,22052
979,01-10-2022,Maharashtra,4-Wheelers,1174,51561
980,01-10-2022,Odisha,4-Wheelers,43,6848
981,01-10-2022,Puducherry,4-Wheelers,4,754
982,01-10-2022,Punjab,4-Wheelers,3,10552
983,01-10-2022,Rajasthan,4-Wheelers,204,22678
984,01-10-2022,Tamil Nadu,4-Wheelers,184,18425
985,01-10-2022,Uttar Pradesh,4-Wheelers,21,42577
986,01-10-2022,Uttarakhand,4-Wheelers,50,5163
987,01-10-2022,West Bengal,4-Wheelers,94,6483
988,01-11-2022,Andhra Pradesh,4-Wheelers,95,6272
989,01-11-2022,Assam,4-Wheelers,10,7676
990,01-11-2022,Bihar,4-Wheelers,6,6295
991,01-11-2022,Chandigarh,4-Wheelers,61,2279
992,01-11-2022,Chhattisgarh,4-Wheelers,33,3846
993,01-11-2022,DNH and DD,4-Wheelers,2,455
994,01-11-2022,Delhi,4-Wheelers,483,15949
995,01-11-2022,Goa,4-Wheelers,26,1797
996,01-11-2022,Gujarat,4-Wheelers,374,36212
997,01-11-2022,Haryana,4-Wheelers,133,21202
998,01-11-2022,Himachal Pradesh,4-Wheelers,2,5135
999,01-11-2022,Jharkhand,4-Wheelers,15,4657
1000,01-11-2022,Karnataka,4-Wheelers,564,23618
1001,01-11-2022,Kerala,4-Wheelers,325,15267
1002,01-11-2022,Madhya Pradesh,4-Wheelers,54,10575
1003,01-11-2022,Maharashtra,4-Wheelers,1144,35215
1004,01-11-2022,Odisha,4-Wheelers,53,5833
1005,01-11-2022,Puducherry,4-Wheelers,9,782
1006,01-11-2022,Rajasthan,4-Wheelers,113,15252
1007,01-11-2022,Tamil Nadu,4-Wheelers,311,20180
1008,01-11-2022,Uttar Pradesh,4-Wheelers,11,31886
1009,01-11-2022,Uttarakhand,4-Wheelers,31,5199
1010,01-11-2022,West Bengal,4-Wheelers,121,10465
1011,01-12-2022,Andaman & Nicobar Island,4-Wheelers,3,229
1012,01-12-2022,Andhra Pradesh,4-Wheelers,120,6769
1013,01-12-2022,Assam,4-Wheelers,4,8441
1014,01-12-2022,Bihar,4-Wheelers,5,4752
1015,01-12-2022,Chandigarh,4-Wheelers,46,2261
1016,01-12-2022,Chhattisgarh,4-Wheelers,40,3887
1017,01-12-2022,DNH and DD,4-Wheelers,2,365
1018,01-12-2022,Delhi,4-Wheelers,791,15492
1019,01-12-2022,Goa,4-Wheelers,30,1744
1020,01-12-2022,Gujarat,4-Wheelers,260,27614
1021,01-12-2022,Haryana,4-Wheelers,177,18223
1022,01-12-2022,Himachal Pradesh,4-Wheelers,7,4026
1023,01-12-2022,Jammu and Kashmir,4-Wheelers,4,5304
1024,01-12-2022,Jharkhand,4-Wheelers,22,3979
1025,01-12-2022,Karnataka,4-Wheelers,438,22142
1026,01-12-2022,Kerala,4-Wheelers,298,16601
1027,01-12-2022,Madhya Pradesh,4-Wheelers,35,11124
1028,01-12-2022,Maharashtra,4-Wheelers,887,32422
1029,01-12-2022,Odisha,4-Wheelers,42,6616
1030,01-12-2022,Puducherry,4-Wheelers,4,690
1031,01-12-2022,Rajasthan,4-Wheelers,110,12634
1032,01-12-2022,Tamil Nadu,4-Wheelers,406,20201
1033,01-12-2022,Uttar Pradesh,4-Wheelers,13,27230
1034,01-12-2022,Uttarakhand,4-Wheelers,24,3881
1035,01-12-2022,West Bengal,4-Wheelers,65,8047
1036,01-01-2023,Andhra Pradesh,4-Wheelers,121,10775
1037,01-01-2023,Assam,4-Wheelers,5,7240
1038,01-01-2023,Bihar,4-Wheelers,19,6600
1039,01-01-2023,Chandigarh,4-Wheelers,50,2500
1040,01-01-2023,Chhattisgarh,4-Wheelers,56,4880
1041,01-01-2023,Delhi,4-Wheelers,331,17993
1042,01-01-2023,Goa,4-Wheelers,44,1888
1043,01-01-2023,Gujarat,4-Wheelers,212,25859
1044,01-01-2023,Haryana,4-Wheelers,141,25164
1045,01-01-2023,Himachal Pradesh,4-Wheelers,5,4192
1046,01-01-2023,Jammu and Kashmir,4-Wheelers,4,4245
1047,01-01-2023,Jharkhand,4-Wheelers,41,5016
1048,01-01-2023,Karnataka,4-Wheelers,587,26011
1049,01-01-2023,Kerala,4-Wheelers,344,17267
1050,01-01-2023,Madhya Pradesh,4-Wheelers,69,17945
1051,01-01-2023,Maharashtra,4-Wheelers,827,44349
1052,01-01-2023,Manipur,4-Wheelers,3,892
1053,01-01-2023,Odisha,4-Wheelers,51,6278
1054,01-01-2023,Puducherry,4-Wheelers,3,1004
1055,01-01-2023,Rajasthan,4-Wheelers,155,18017
1056,01-01-2023,Tamil Nadu,4-Wheelers,202,24430
1057,01-01-2023,Uttar Pradesh,4-Wheelers,26,41439
1058,01-01-2023,Uttarakhand,4-Wheelers,16,5040
1059,01-01-2023,West Bengal,4-Wheelers,124,9141
1060,01-02-2023,Andhra Pradesh,4-Wheelers,116,6628
1061,01-02-2023,Assam,4-Wheelers,13,7029
1062,01-02-2023,Bihar,4-Wheelers,46,6117
1063,01-02-2023,Chandigarh,4-Wheelers,59,2061
1064,01-02-2023,Chhattisgarh,4-Wheelers,73,4196
1065,01-02-2023,DNH and DD,4-Wheelers,3,411
1066,01-02-2023,Delhi,4-Wheelers,510,14823
1067,01-02-2023,Goa,4-Wheelers,83,1760
1068,01-02-2023,Gujarat,4-Wheelers,271,28856
1069,01-02-2023,Haryana,4-Wheelers,175,19656
1070,01-02-2023,Himachal Pradesh,4-Wheelers,21,3952
1071,01-02-2023,Jammu and Kashmir,4-Wheelers,8,4449
1072,01-02-2023,Jharkhand,4-Wheelers,33,4234
1073,01-02-2023,Karnataka,4-Wheelers,616,21837
1074,01-02-2023,Kerala,4-Wheelers,662,14603
1075,01-02-2023,Madhya Pradesh,4-Wheelers,144,17295
1076,01-02-2023,Maharashtra,4-Wheelers,1012,30727
1077,01-02-2023,Manipur,4-Wheelers,5,756
1078,01-02-2023,Odisha,4-Wheelers,60,5397
1079,01-02-2023,Puducherry,4-Wheelers,3,703
1080,01-02-2023,Punjab,4-Wheelers,18,11765
1081,01-02-2023,Rajasthan,4-Wheelers,293,15819
1082,01-02-2023,Tamil Nadu,4-Wheelers,307,18758
1083,01-02-2023,Uttar Pradesh,4-Wheelers,60,32464
1084,01-02-2023,Uttarakhand,4-Wheelers,23,3985
1085,01-02-2023,West Bengal,4-Wheelers,142,8054
1086,01-03-2023,Andhra Pradesh,4-Wheelers,173,7764
1087,01-03-2023,Assam,4-Wheelers,20,8324
1088,01-03-2023,Bihar,4-Wheelers,47,6322
1089,01-03-2023,Chandigarh,4-Wheelers,131,2589
1090,01-03-2023,Chhattisgarh,4-Wheelers,95,5119
1091,01-03-2023,DNH and DD,4-Wheelers,2,485
1092,01-03-2023,Delhi,4-Wheelers,1544,18638
1093,01-03-2023,Goa,4-Wheelers,112,2439
1094,01-03-2023,Gujarat,4-Wheelers,498,26082
1095,01-03-2023,Haryana,4-Wheelers,477,21547
1096,01-03-2023,Himachal Pradesh,4-Wheelers,7,3574
1097,01-03-2023,Jammu and Kashmir,4-Wheelers,17,5388
1098,01-03-2023,Jharkhand,4-Wheelers,52,4670
1099,01-03-2023,Karnataka,4-Wheelers,1062,28169
1100,01-03-2023,Kerala,4-Wheelers,1107,24727
1101,01-03-2023,Madhya Pradesh,4-Wheelers,159,14745
1102,01-03-2023,Maharashtra,4-Wheelers,1389,42854
1103,01-03-2023,Odisha,4-Wheelers,74,6358
1104,01-03-2023,Puducherry,4-Wheelers,4,999
1105,01-03-2023,Punjab,4-Wheelers,13,12430
1106,01-03-2023,Rajasthan,4-Wheelers,425,18370
1107,01-03-2023,Tamil Nadu,4-Wheelers,571,22131
1108,01-03-2023,Tripura,4-Wheelers,9,329
1109,01-03-2023,Uttar Pradesh,4-Wheelers,431,34186
1110,01-03-2023,Uttarakhand,4-Wheelers,48,4596
1111,01-03-2023,West Bengal,4-Wheelers,352,8955
1112,01-04-2023,Andhra Pradesh,4-Wheelers,225,7229
1113,01-04-2023,Assam,4-Wheelers,20,7022
1114,01-04-2023,Bihar,4-Wheelers,40,5840
1115,01-04-2023,Chandigarh,4-Wheelers,62,2482
1116,01-04-2023,Chhattisgarh,4-Wheelers,93,5558
1117,01-04-2023,Delhi,4-Wheelers,551,14861
1118,01-04-2023,Goa,4-Wheelers,57,1633
1119,01-04-2023,Gujarat,4-Wheelers,537,28451
1120,01-04-2023,Haryana,4-Wheelers,363,21914
1121,01-04-2023,Himachal Pradesh,4-Wheelers,9,3880
1122,01-04-2023,Jammu and Kashmir,4-Wheelers,4,3728
1123,01-04-2023,Jharkhand,4-Wheelers,39,4281
1124,01-04-2023,Karnataka,4-Wheelers,762,22368
1125,01-04-2023,Kerala,4-Wheelers,637,9171
1126,01-04-2023,Madhya Pradesh,4-Wheelers,95,10894
1127,01-04-2023,Maharashtra,4-Wheelers,1139,35336
1128,01-04-2023,Meghalaya,4-Wheelers,2,1094
1129,01-04-2023,Odisha,4-Wheelers,84,5315
1130,01-04-2023,Puducherry,4-Wheelers,5,735
1131,01-04-2023,Punjab,4-Wheelers,22,9734
1132,01-04-2023,Rajasthan,4-Wheelers,291,14377
1133,01-04-2023,Tamil Nadu,4-Wheelers,399,18659
1134,01-04-2023,Uttar Pradesh,4-Wheelers,364,32143
1135,01-04-2023,Uttarakhand,4-Wheelers,47,4887
1136,01-04-2023,West Bengal,4-Wheelers,152,7999
1137,01-05-2023,Andhra Pradesh,4-Wheelers,216,8095
1138,01-05-2023,Assam,4-Wheelers,30,6994
1139,01-05-2023,Bihar,4-Wheelers,46,6865
1140,01-05-2023,Chandigarh,4-Wheelers,83,2556
1141,01-05-2023,Chhattisgarh,4-Wheelers,185,3785
1142,01-05-2023,DNH and DD,4-Wheelers,4,416
1143,01-05-2023,Delhi,4-Wheelers,787,16609
1144,01-05-2023,Goa,4-Wheelers,85,1878
1145,01-05-2023,Gujarat,4-Wheelers,710,25770
1146,01-05-2023,Haryana,4-Wheelers,211,21218
1147,01-05-2023,Himachal Pradesh,4-Wheelers,21,3565
1148,01-05-2023,Jammu and Kashmir,4-Wheelers,14,5095
1149,01-05-2023,Jharkhand,4-Wheelers,37,4755
1150,01-05-2023,Karnataka,4-Wheelers,999,22601
1151,01-05-2023,Kerala,4-Wheelers,954,14819
1152,01-05-2023,Madhya Pradesh,4-Wheelers,136,12488
1153,01-05-2023,Maharashtra,4-Wheelers,1137,35179
1154,01-05-2023,Manipur,4-Wheelers,4,119
1155,01-05-2023,Meghalaya,4-Wheelers,2,1027
1156,01-05-2023,Odisha,4-Wheelers,105,5951
1157,01-05-2023,Puducherry,4-Wheelers,6,943
1158,01-05-2023,Punjab,4-Wheelers,63,11047
1159,01-05-2023,Rajasthan,4-Wheelers,419,16157
1160,01-05-2023,Tamil Nadu,4-Wheelers,529,20789
1161,01-05-2023,Tripura,4-Wheelers,2,436
1162,01-05-2023,Uttar Pradesh,4-Wheelers,472,34515
1163,01-05-2023,Uttarakhand,4-Wheelers,61,4675
1164,01-05-2023,West Bengal,4-Wheelers,322,8672
1165,01-06-2023,Andhra Pradesh,4-Wheelers,156,6611
1166,01-06-2023,Assam,4-Wheelers,28,6751
1167,01-06-2023,Bihar,4-Wheelers,52,6134
1168,01-06-2023,Chandigarh,4-Wheelers,77,2597
1169,01-06-2023,Chhattisgarh,4-Wheelers,114,3650
1170,01-06-2023,Delhi,4-Wheelers,935,15723
1171,01-06-2023,Goa,4-Wheelers,75,1699
1172,01-06-2023,Gujarat,4-Wheelers,698,24829
1173,01-06-2023,Haryana,4-Wheelers,263,21135
1174,01-06-2023,Himachal Pradesh,4-Wheelers,19,3448
1175,01-06-2023,Jammu and Kashmir,4-Wheelers,18,4437
1176,01-06-2023,Jharkhand,4-Wheelers,48,4320
1177,01-06-2023,Karnataka,4-Wheelers,1142,24603
1178,01-06-2023,Kerala,4-Wheelers,885,14389
1179,01-06-2023,Madhya Pradesh,4-Wheelers,107,10927
1180,01-06-2023,Maharashtra,4-Wheelers,1360,36069
1181,01-06-2023,Meghalaya,4-Wheelers,2,950
1182,01-06-2023,Odisha,4-Wheelers,89,5873
1183,01-06-2023,Puducherry,4-Wheelers,8,910
1184,01-06-2023,Punjab,4-Wheelers,76,10547
1185,01-06-2023,Rajasthan,4-Wheelers,380,15534
1186,01-06-2023,Tamil Nadu,4-Wheelers,572,22976
1187,01-06-2023,Tripura,4-Wheelers,2,375
1188,01-06-2023,Uttar Pradesh,4-Wheelers,393,30578
1189,01-06-2023,Uttarakhand,4-Wheelers,42,4393
1190,01-06-2023,West Bengal,4-Wheelers,247,8471
1191,01-07-2023,Andaman & Nicobar Island,4-Wheelers,3,163
1192,01-07-2023,Andhra Pradesh,4-Wheelers,157,6820
1193,01-07-2023,Arunachal Pradesh,4-Wheelers,2,1069
1194,01-07-2023,Assam,4-Wheelers,23,7381
1195,01-07-2023,Bihar,4-Wheelers,58,5189
1196,01-07-2023,Chandigarh,4-Wheelers,71,2326
1197,01-07-2023,Chhattisgarh,4-Wheelers,94,3346
1198,01-07-2023,DNH and DD,4-Wheelers,4,391
1199,01-07-2023,Delhi,4-Wheelers,831,15285
1200,01-07-2023,Goa,4-Wheelers,84,1739
1201,01-07-2023,Gujarat,4-Wheelers,692,27755
1202,01-07-2023,Haryana,4-Wheelers,92,11915
1203,01-07-2023,Himachal Pradesh,4-Wheelers,12,3956
1204,01-07-2023,Jammu and Kashmir,4-Wheelers,11,4435
1205,01-07-2023,Jharkhand,4-Wheelers,31,4010
1206,01-07-2023,Karnataka,4-Wheelers,1221,23154
1207,01-07-2023,Kerala,4-Wheelers,871,14002
1208,01-07-2023,Madhya Pradesh,4-Wheelers,138,10811
1209,01-07-2023,Maharashtra,4-Wheelers,1103,36082
1210,01-07-2023,Manipur,4-Wheelers,6,427
1211,01-07-2023,Meghalaya,4-Wheelers,3,1030
1212,01-07-2023,Odisha,4-Wheelers,134,5745
1213,01-07-2023,Puducherry,4-Wheelers,7,809
1214,01-07-2023,Punjab,4-Wheelers,92,10766
1215,01-07-2023,Rajasthan,4-Wheelers,405,14064
1216,01-07-2023,Tamil Nadu,4-Wheelers,630,20553
1217,01-07-2023,Tripura,4-Wheelers,2,578
1218,01-07-2023,Uttar Pradesh,4-Wheelers,420,29214
1219,01-07-2023,Uttarakhand,4-Wheelers,53,4216
1220,01-07-2023,West Bengal,4-Wheelers,179,8111
1221,01-08-2023,Andaman & Nicobar Island,4-Wheelers,3,183
1222,01-08-2023,Andhra Pradesh,4-Wheelers,104,7397
1223,01-08-2023,Arunachal Pradesh,4-Wheelers,4,1121
1224,01-08-2023,Assam,4-Wheelers,27,7557
1225,01-08-2023,Bihar,4-Wheelers,53,5334
1226,01-08-2023,Chandigarh,4-Wheelers,80,1937
1227,01-08-2023,Chhattisgarh,4-Wheelers,107,3859
1228,01-08-2023,Delhi,4-Wheelers,440,15852
1229,01-08-2023,Goa,4-Wheelers,98,2177
1230,01-08-2023,Gujarat,4-Wheelers,512,25572
1231,01-08-2023,Haryana,4-Wheelers,189,24414
1232,01-08-2023,Himachal Pradesh,4-Wheelers,11,3975
1233,01-08-2023,Jammu and Kashmir,4-Wheelers,15,4843
1234,01-08-2023,Jharkhand,4-Wheelers,52,4040
1235,01-08-2023,Karnataka,4-Wheelers,1196,28235
1236,01-08-2023,Kerala,4-Wheelers,736,18189
1237,01-08-2023,Madhya Pradesh,4-Wheelers,112,11479
1238,01-08-2023,Maharashtra,4-Wheelers,1070,40169
1239,01-08-2023,Manipur,4-Wheelers,6,458
1240,01-08-2023,Meghalaya,4-Wheelers,3,1215
1241,01-08-2023,Odisha,4-Wheelers,146,6282
1242,01-08-2023,Puducherry,4-Wheelers,14,955
1243,01-08-2023,Punjab,4-Wheelers,75,11493
1244,01-08-2023,Rajasthan,4-Wheelers,396,14786
1245,01-08-2023,Tamil Nadu,4-Wheelers,591,23537
1246,01-08-2023,Tripura,4-Wheelers,2,466
1247,01-08-2023,Uttar Pradesh,4-Wheelers,482,29829
1248,01-08-2023,Uttarakhand,4-Wheelers,50,4283
1249,01-08-2023,West Bengal,4-Wheelers,178,9101
1250,01-09-2023,Andhra Pradesh,4-Wheelers,59,7044
1251,01-09-2023,Arunachal Pradesh,4-Wheelers,4,1003
1252,01-09-2023,Assam,4-Wheelers,23,8078
1253,01-09-2023,Bihar,4-Wheelers,60,5210
1254,01-09-2023,Chandigarh,4-Wheelers,54,1491
1255,01-09-2023,Chhattisgarh,4-Wheelers,83,3993
1256,01-09-2023,DNH and DD,4-Wheelers,6,468
1257,01-09-2023,Delhi,4-Wheelers,380,15776
1258,01-09-2023,Goa,4-Wheelers,69,2801
1259,01-09-2023,Gujarat,4-Wheelers,633,36818
1260,01-09-2023,Haryana,4-Wheelers,92,24045
1261,01-09-2023,Himachal Pradesh,4-Wheelers,9,3683
1262,01-09-2023,Jammu and Kashmir,4-Wheelers,9,4430
1263,01-09-2023,Jharkhand,4-Wheelers,22,4600
1264,01-09-2023,Karnataka,4-Wheelers,942,24184
1265,01-09-2023,Kerala,4-Wheelers,773,21467
1266,01-09-2023,Madhya Pradesh,4-Wheelers,117,11748
1267,01-09-2023,Maharashtra,4-Wheelers,869,43063
1268,01-09-2023,Meghalaya,4-Wheelers,3,1139
1269,01-09-2023,Odisha,4-Wheelers,101,6354
1270,01-09-2023,Puducherry,4-Wheelers,10,912
1271,01-09-2023,Punjab,4-Wheelers,83,12368
1272,01-09-2023,Rajasthan,4-Wheelers,375,16356
1273,01-09-2023,Tamil Nadu,4-Wheelers,543,22461
1274,01-09-2023,Tripura,4-Wheelers,3,470
1275,01-09-2023,Uttar Pradesh,4-Wheelers,476,29087
1276,01-09-2023,Uttarakhand,4-Wheelers,30,4234
1277,01-09-2023,West Bengal,4-Wheelers,218,9011
1278,01-10-2023,Andhra Pradesh,4-Wheelers,68,7743
1279,01-10-2023,Arunachal Pradesh,4-Wheelers,2,1111
1280,01-10-2023,Assam,4-Wheelers,24,9481
1281,01-10-2023,Bihar,4-Wheelers,57,6068
1282,01-10-2023,Chandigarh,4-Wheelers,71,1722
1283,01-10-2023,Chhattisgarh,4-Wheelers,79,4920
1284,01-10-2023,DNH and DD,4-Wheelers,12,620
1285,01-10-2023,Delhi,4-Wheelers,519,16459
1286,01-10-2023,Goa,4-Wheelers,87,2094
1287,01-10-2023,Gujarat,4-Wheelers,670,42365
1288,01-10-2023,Haryana,4-Wheelers,220,20543
1289,01-10-2023,Himachal Pradesh,4-Wheelers,7,3066
1290,01-10-2023,Jammu and Kashmir,4-Wheelers,10,4603
1291,01-10-2023,Jharkhand,4-Wheelers,30,4837
1292,01-10-2023,Karnataka,4-Wheelers,1154,25652
1293,01-10-2023,Kerala,4-Wheelers,642,14522
1294,01-10-2023,Madhya Pradesh,4-Wheelers,112,13646
1295,01-10-2023,Maharashtra,4-Wheelers,1404,47126
1296,01-10-2023,Manipur,4-Wheelers,2,272
1297,01-10-2023,Odisha,4-Wheelers,130,8500
1298,01-10-2023,Puducherry,4-Wheelers,7,990
1299,01-10-2023,Punjab,4-Wheelers,94,11396
1300,01-10-2023,Rajasthan,4-Wheelers,464,18951
1301,01-10-2023,Tamil Nadu,4-Wheelers,556,28342
1302,01-10-2023,Tripura,4-Wheelers,3,497
1303,01-10-2023,Uttar Pradesh,4-Wheelers,512,33774
1304,01-10-2023,Uttarakhand,4-Wheelers,34,4562
1305,01-10-2023,West Bengal,4-Wheelers,238,9972
1306,01-11-2023,Andhra Pradesh,4-Wheelers,98,8220
1307,01-11-2023,Arunachal Pradesh,4-Wheelers,3,1226
1308,01-11-2023,Assam,4-Wheelers,26,7960
1309,01-11-2023,Bihar,4-Wheelers,50,9075
1310,01-11-2023,Chandigarh,4-Wheelers,88,1805
1311,01-11-2023,Chhattisgarh,4-Wheelers,99,5877
1312,01-11-2023,DNH and DD,4-Wheelers,3,590
1313,01-11-2023,Delhi,4-Wheelers,538,18675
1314,01-11-2023,Goa,4-Wheelers,97,2521
1315,01-11-2023,Gujarat,4-Wheelers,592,32601
1316,01-11-2023,Haryana,4-Wheelers,215,22002
1317,01-11-2023,Himachal Pradesh,4-Wheelers,15,4242
1318,01-11-2023,Jammu and Kashmir,4-Wheelers,18,4981
1319,01-11-2023,Jharkhand,4-Wheelers,40,6684
1320,01-11-2023,Karnataka,4-Wheelers,822,26232
1321,01-11-2023,Kerala,4-Wheelers,641,12551
1322,01-11-2023,Madhya Pradesh,4-Wheelers,137,17166
1323,01-11-2023,Maharashtra,4-Wheelers,1315,48131
1324,01-11-2023,Manipur,4-Wheelers,2,246
1325,01-11-2023,Meghalaya,4-Wheelers,2,1387
1326,01-11-2023,Odisha,4-Wheelers,177,7105
1327,01-11-2023,Puducherry,4-Wheelers,11,990
1328,01-11-2023,Punjab,4-Wheelers,128,12992
1329,01-11-2023,Rajasthan,4-Wheelers,539,24386
1330,01-11-2023,Tamil Nadu,4-Wheelers,599,19015
1331,01-11-2023,Tripura,4-Wheelers,2,657
1332,01-11-2023,Uttar Pradesh,4-Wheelers,446,42692
1333,01-11-2023,Uttarakhand,4-Wheelers,47,5398
1334,01-11-2023,West Bengal,4-Wheelers,290,9743
1335,01-12-2023,Andaman & Nicobar Island,4-Wheelers,2,175
1336,01-12-2023,Andhra Pradesh,4-Wheelers,130,7155
1337,01-12-2023,Arunachal Pradesh,4-Wheelers,2,1137
1338,01-12-2023,Assam,4-Wheelers,30,8111
1339,01-12-2023,Bihar,4-Wheelers,59,4788
1340,01-12-2023,Chandigarh,4-Wheelers,130,1496
1341,01-12-2023,Chhattisgarh,4-Wheelers,93,3575
1342,01-12-2023,DNH and DD,4-Wheelers,5,488
1343,01-12-2023,Delhi,4-Wheelers,811,16567
1344,01-12-2023,Goa,4-Wheelers,71,1859
1345,01-12-2023,Gujarat,4-Wheelers,548,26023
1346,01-12-2023,Haryana,4-Wheelers,218,23698
1347,01-12-2023,Himachal Pradesh,4-Wheelers,16,5710
1348,01-12-2023,Jammu and Kashmir,4-Wheelers,15,4531
1349,01-12-2023,Jharkhand,4-Wheelers,27,4375
1350,01-12-2023,Karnataka,4-Wheelers,1155,22859
1351,01-12-2023,Kerala,4-Wheelers,736,13811
1352,01-12-2023,Madhya Pradesh,4-Wheelers,134,9736
1353,01-12-2023,Maharashtra,4-Wheelers,1125,32212
1354,01-12-2023,Manipur,4-Wheelers,2,206
1355,01-12-2023,Odisha,4-Wheelers,186,7280
1356,01-12-2023,Puducherry,4-Wheelers,12,860
1357,01-12-2023,Punjab,4-Wheelers,116,13632
1358,01-12-2023,Rajasthan,4-Wheelers,348,13082
1359,01-12-2023,Tamil Nadu,4-Wheelers,520,19246
1360,01-12-2023,Tripura,4-Wheelers,4,489
1361,01-12-2023,Uttar Pradesh,4-Wheelers,498,29434
1362,01-12-2023,Uttarakhand,4-Wheelers,37,5430
1363,01-12-2023,West Bengal,4-Wheelers,160,8435
1364,01-01-2024,Uttar Pradesh,4-Wheelers,399,44334
1365,01-01-2024,Maharashtra,4-Wheelers,1289,50156
1366,01-01-2024,Karnataka,4-Wheelers,1080,30770
1367,01-01-2024,Tamil Nadu,4-Wheelers,626,28455
1368,01-01-2024,Bihar,4-Wheelers,58,6824
1369,01-01-2024,Kerala,4-Wheelers,734,164
1370,01-01-2024,Rajasthan,4-Wheelers,498,21747
1371,01-01-2024,Delhi,4-Wheelers,1345,21520
1372,01-01-2024,Madhya Pradesh,4-Wheelers,172,19326
1373,01-01-2024,Gujarat,4-Wheelers,494,33379
1374,01-01-2024,Odisha,4-Wheelers,150,7500
1375,01-01-2024,Assam,4-Wheelers,21,7242
1376,01-01-2024,Haryana,4-Wheelers,282,28776
1377,01-01-2024,Chhattisgarh,4-Wheelers,91,4946
1378,01-01-2024,West Bengal,4-Wheelers,184,10223
1379,01-01-2024,Punjab,4-Wheelers,105,15000
1380,01-01-2024,Andhra Pradesh,4-Wheelers,123,8483
1381,01-01-2024,Jharkhand,4-Wheelers,29,4678
1382,01-01-2024,Uttarakhand,4-Wheelers,49,5385
1383,01-01-2024,Jammu and Kashmir,4-Wheelers,10,5264
1384,01-01-2024,Goa,4-Wheelers,86,2331
1385,01-01-2024,Chandigarh,4-Wheelers,101,1624
1386,01-01-2024,Tripura,4-Wheelers,2,466
1387,01-01-2024,Puducherry,4-Wheelers,10,1250
1388,01-01-2024,Himachal Pradesh,4-Wheelers,13,4815
1389,01-01-2024,DNH and DD,4-Wheelers,3,527
1390,01-01-2024,Manipur,4-Wheelers,7,433
1391,01-01-2024,Arunachal Pradesh,4-Wheelers,5,1174
1392,01-02-2024,Uttar Pradesh,4-Wheelers,394,37170
1393,01-02-2024,Maharashtra,4-Wheelers,1227,36302
1394,01-02-2024,Karnataka,4-Wheelers,923,24812
1395,01-02-2024,Tamil Nadu,4-Wheelers,595,23063
1396,01-02-2024,Rajasthan,4-Wheelers,517,19149
1397,01-02-2024,Bihar,4-Wheelers,71,6762
1398,01-02-2024,Madhya Pradesh,4-Wheelers,146,18025
1399,01-02-2024,Kerala,4-Wheelers,684,12281
1400,01-02-2024,Gujarat,4-Wheelers,510,25758
1401,01-02-2024,Delhi,4-Wheelers,596,17898
1402,01-02-2024,Assam,4-Wheelers,24,6858
1403,01-02-2024,Odisha,4-Wheelers,203,6305
1404,01-02-2024,Chhattisgarh,4-Wheelers,99,4125
1405,01-02-2024,Punjab,4-Wheelers,111,14051
1406,01-02-2024,Andhra Pradesh,4-Wheelers,128,6125
1407,01-02-2024,Haryana,4-Wheelers,312,26000
1408,01-02-2024,West Bengal,4-Wheelers,185,8487
1409,01-02-2024,Jharkhand,4-Wheelers,42,4667
1410,01-02-2024,Uttarakhand,4-Wheelers,60,5826
1411,01-02-2024,Jammu and Kashmir,4-Wheelers,24,4211
1412,01-02-2024,Goa,4-Wheelers,99,1772
1413,01-02-2024,Tripura,4-Wheelers,5,538
1414,01-02-2024,Chandigarh,4-Wheelers,84,1321
1415,01-02-2024,Puducherry,4-Wheelers,16,1177
1416,01-02-2024,Himachal Pradesh,4-Wheelers,11,4584
1417,01-02-2024,Manipur,4-Wheelers,7,310
1418,01-02-2024,DNH and DD,4-Wheelers,5,444
1419,01-02-2024,Meghalaya,4-Wheelers,4,1261
1420,01-02-2024,Arunachal Pradesh,4-Wheelers,4,1184
1421,01-03-2024,Maharashtra,4-Wheelers,1079,36826
1422,01-03-2024,Uttar Pradesh,4-Wheelers,389,34425
1423,01-03-2024,Karnataka,4-Wheelers,1482,26751
1424,01-03-2024,Tamil Nadu,4-Wheelers,749,22095
1425,01-03-2024,Rajasthan,4-Wheelers,493,16942
1426,01-03-2024,Delhi,4-Wheelers,897,15905
1427,01-03-2024,Kerala,4-Wheelers,876,13861
1428,01-03-2024,Gujarat,4-Wheelers,661,25424
