Sl.No,Date,vehicle_category,maker,electric_vehicles_sold
702,01-12-2023,2-Wheelers,OTHERS,7691
455,01-06-2022,2-Wheelers,OKINAWA,7554
628,01-11-2021,2-Wheelers,HERO ELECTRIC,7493
607,01-10-2022,2-Wheelers,ATHER,7356
580,01-09-2023,2-Wheelers,ATHER,7107
627,01-10-2023,2-Wheelers,OTHERS,7092
543,01-08-2023,2-Wheelers,ATHER,7065
581,01-09-2023,2-Wheelers,BAJAJ,7019
457,01-06-2022,2-Wheelers,AMPERE,6919
384,01-04-2022,2-Wheelers,AMPERE,6864
456,01-06-2022,2-Wheelers,HERO ELECTRIC,6836
494,01-07-2022,2-Wheelers,AMPERE,6812
383,01-04-2022,2-Wheelers,HERO ELECTRIC,6803
591,01-10-2021,2-Wheelers,HERO ELECTRIC,6799
531,01-08-2022,2-Wheelers,AMPERE,6771
554,01-09-2021,2-Wheelers,HERO ELECTRIC,6727
781,01-03-2022,2-Wheelers,AMPERE,6666
740,01-01-2024,2-Wheelers,OTHERS,6664
793,01-03-2023,2-Wheelers,HERO ELECTRIC,6661
442,01-05-2023,2-Wheelers,OTHERS,6627
360,01-03-2024,4-Wheelers,Tata Motors,6606
506,01-07-2023,2-Wheelers,ATHER,6604
544,01-08-2023,2-Wheelers,BAJAJ,6508
568,01-09-2022,2-Wheelers,AMPERE,6488
692,01-12-2023,2-Wheelers,ATHER,6471
532,01-08-2022,2-Wheelers,TVS,6426
665,01-12-2021,2-Wheelers,HERO ELECTRIC,6402
717,01-01-2023,2-Wheelers,HERO ELECTRIC,6399
570,01-09-2022,2-Wheelers,ATHER,6280
666,01-12-2021,2-Wheelers,OKINAWA,6184
420,01-05-2022,2-Wheelers,AMPERE,6176
778,01-02-2024,2-Wheelers,OTHERS,6154
742,01-02-2022,2-Wheelers,OKINAWA,6122
756,01-02-2023,2-Wheelers,AMPERE,6003
454,01-06-2022,2-Wheelers,OLA ELECTRIC,5897
755,01-02-2023,2-Wheelers,HERO ELECTRIC,5863
606,01-10-2022,2-Wheelers,TVS,5820
704,01-01-2022,2-Wheelers,OKINAWA,5737
651,01-11-2022,2-Wheelers,OTHERS,5693
307,01-01-2024,4-Wheelers,Tata Motors,5674
689,01-12-2022,2-Wheelers,OTHERS,5557
629,01-11-2021,2-Wheelers,OKINAWA,5542
517,01-08-2021,2-Wheelers,HERO ELECTRIC,5527
533,01-08-2022,2-Wheelers,ATHER,5376
590,01-09-2023,2-Wheelers,OTHERS,5355
790,01-03-2022,2-Wheelers,OTHERS,5330
678,01-12-2022,2-Wheelers,OKINAWA,5281
803,01-03-2023,2-Wheelers,OTHERS,5089
332,01-02-2024,4-Wheelers,Tata Motors,5081
350,01-03-2023,4-Wheelers,Tata Motors,5065
516,01-07-2023,2-Wheelers,OTHERS,5020
553,01-08-2023,2-Wheelers,OTHERS,4990
282,01-12-2023,4-Wheelers,Tata Motors,4893
103,01-04-2023,4-Wheelers,Mahindra & Mahindra,4880
765,01-02-2023,2-Wheelers,OTHERS,4874
392,01-04-2022,2-Wheelers,OTHERS,4683
656,01-11-2023,2-Wheelers,AMPERE,4638
614,01-10-2022,2-Wheelers,OTHERS,4614
680,01-12-2022,2-Wheelers,AMPERE,4592
480,01-07-2021,2-Wheelers,HERO ELECTRIC,4557
797,01-03-2023,2-Wheelers,BAJAJ,4552
469,01-06-2023,2-Wheelers,ATHER,4547
792,01-03-2023,2-Wheelers,OKINAWA,4509
619,01-10-2023,2-Wheelers,AMPERE,4487
479,01-06-2023,2-Wheelers,OTHERS,4466
718,01-01-2023,2-Wheelers,AMPERE,4456
257,01-11-2023,4-Wheelers,Tata Motors,4432
743,01-02-2022,2-Wheelers,AMPERE,4431
716,01-01-2023,2-Wheelers,OKINAWA,4407
705,01-01-2022,2-Wheelers,AMPERE,4366
495,01-07-2022,2-Wheelers,TVS,4348
405,01-04-2023,2-Wheelers,OTHERS,4315
727,01-01-2023,2-Wheelers,OTHERS,4241
592,01-10-2021,2-Wheelers,OKINAWA,4166
582,01-09-2023,2-Wheelers,AMPERE,4148
507,01-07-2023,2-Wheelers,BAJAJ,4081
396,01-04-2023,2-Wheelers,BAJAJ,4043
752,01-02-2022,2-Wheelers,OTHERS,4033
569,01-09-2022,2-Wheelers,TVS,4001
814,01-03-2024,2-Wheelers,KINETIC GREEN,3915
233,01-10-2023,4-Wheelers,Tata Motors,3911
746,01-02-2022,2-Wheelers,OLA ELECTRIC,3911
491,01-07-2022,2-Wheelers,OLA ELECTRIC,3864
577,01-09-2022,2-Wheelers,OTHERS,3849
754,01-02-2023,2-Wheelers,OKINAWA,3848
437,01-05-2023,2-Wheelers,OKAYA EV,3831
459,01-06-2022,2-Wheelers,ATHER,3829
166,01-07-2023,4-Wheelers,Tata Motors,3823
540,01-08-2022,2-Wheelers,OTHERS,3678
144,01-06-2023,4-Wheelers,Tata Motors,3671
466,01-06-2022,2-Wheelers,OTHERS,3658
545,01-08-2023,2-Wheelers,AMPERE,3654
571,01-09-2022,2-Wheelers,BAJAJ,3649
503,01-07-2022,2-Wheelers,OTHERS,3562
608,01-10-2022,2-Wheelers,BAJAJ,3549
508,01-07-2023,2-Wheelers,AMPERE,3530
528,01-08-2022,2-Wheelers,OLA ELECTRIC,3475
124,01-05-2023,4-Wheelers,Mahindra & Mahindra,3457
429,01-05-2022,2-Wheelers,OTHERS,3455
667,01-12-2021,2-Wheelers,AMPERE,3410
188,01-08-2023,4-Wheelers,Tata Motors,3388
422,01-05-2022,2-Wheelers,ATHER,3337
555,01-09-2021,2-Wheelers,OKINAWA,3321
694,01-12-2023,2-Wheelers,AMPERE,3309
399,01-04-2023,2-Wheelers,HERO ELECTRIC,3293
683,01-12-2022,2-Wheelers,BAJAJ,3240
122,01-05-2023,4-Wheelers,Tata Motors,3212
398,01-04-2023,2-Wheelers,OKINAWA,3179
210,01-09-2023,4-Wheelers,Tata Motors,3126
808,01-03-2024,2-Wheelers,AMPERE,3108
812,01-03-2024,2-Wheelers,BGAUSS,3070
714,01-01-2022,2-Wheelers,OTHERS,3065
645,01-11-2022,2-Wheelers,BAJAJ,3057
471,01-06-2023,2-Wheelers,AMPERE,3006
470,01-06-2023,2-Wheelers,BAJAJ,2975
419,01-05-2022,2-Wheelers,HERO ELECTRIC,2970
342,01-03-2022,4-Wheelers,Tata Motors,2900
518,01-08-2021,2-Wheelers,OKINAWA,2894
435,01-05-2023,2-Wheelers,OKINAWA,2873
352,01-03-2023,4-Wheelers,Mahindra & Mahindra,2745
323,01-02-2023,4-Wheelers,Tata Motors,2651
594,01-10-2021,2-Wheelers,ATHER,2647
481,01-07-2021,2-Wheelers,OKINAWA,2633
534,01-08-2022,2-Wheelers,BAJAJ,2620
676,01-12-2021,2-Wheelers,OTHERS,2603
472,01-06-2023,2-Wheelers,OKINAWA,2588
770,01-02-2024,2-Wheelers,AMPERE,2577
146,01-06-2023,4-Wheelers,Mahindra & Mahindra,2574
759,01-02-2023,2-Wheelers,BAJAJ,2537
732,01-01-2024,2-Wheelers,AMPERE,2505
497,01-07-2022,2-Wheelers,BAJAJ,2482
386,01-04-2022,2-Wheelers,ATHER,2451
462,01-06-2022,2-Wheelers,REVOLT,2423
225,01-10-2022,4-Wheelers,Tata Motors,2395
785,01-03-2022,2-Wheelers,TVS,2391
499,01-07-2022,2-Wheelers,REVOLT,2318
638,01-11-2021,2-Wheelers,OTHERS,2317
159,01-07-2022,4-Wheelers,Tata Motors,2264
248,01-11-2022,4-Wheelers,Tata Motors,2264
721,01-01-2023,2-Wheelers,BAJAJ,2252
509,01-07-2023,2-Wheelers,OKINAWA,2238
744,01-02-2022,2-Wheelers,ATHER,2232
782,01-03-2022,2-Wheelers,ATHER,2232
631,01-11-2021,2-Wheelers,ATHER,2202
168,01-07-2023,4-Wheelers,Mahindra & Mahindra,2174
557,01-09-2021,2-Wheelers,ATHER,2174
137,01-06-2022,4-Wheelers,Tata Motors,2169
115,01-05-2022,4-Wheelers,Tata Motors,2097
436,01-05-2023,2-Wheelers,HERO ELECTRIC,2085
630,01-11-2021,2-Wheelers,AMPERE,2077
783,01-03-2022,2-Wheelers,PURE EV,2065
235,01-10-2023,4-Wheelers,Mahindra & Mahindra,2027
190,01-08-2023,4-Wheelers,Mahindra & Mahindra,2013
203,01-09-2022,4-Wheelers,Tata Motors,1997
273,01-12-2022,4-Wheelers,Tata Motors,1992
458,01-06-2022,2-Wheelers,TVS,1983
546,01-08-2023,2-Wheelers,OKINAWA,1977
609,01-10-2022,2-Wheelers,OKAYA EV,1968
267,01-12-2021,4-Wheelers,Tata Motors,1952
181,01-08-2022,4-Wheelers,Tata Motors,1931
317,01-02-2022,4-Wheelers,Tata Motors,1922
706,01-01-2022,2-Wheelers,ATHER,1881
601,01-10-2021,2-Wheelers,OTHERS,1826
460,01-06-2022,2-Wheelers,BAJAJ,1824
668,01-12-2021,2-Wheelers,ATHER,1813
298,01-01-2023,4-Wheelers,Tata Motors,1812
423,01-05-2022,2-Wheelers,BAJAJ,1812
483,01-07-2021,2-Wheelers,ATHER,1799
438,01-05-2023,2-Wheelers,BGAUSS,1792
646,01-11-2022,2-Wheelers,OKAYA EV,1783
583,01-09-2023,2-Wheelers,OKINAWA,1769
798,01-03-2023,2-Wheelers,OKAYA EV,1765
389,01-04-2022,2-Wheelers,PURE EV,1756
707,01-01-2022,2-Wheelers,PURE EV,1691
632,01-11-2021,2-Wheelers,PURE EV,1688
669,01-12-2021,2-Wheelers,PURE EV,1685
212,01-09-2023,4-Wheelers,Mahindra & Mahindra,1668
536,01-08-2022,2-Wheelers,REVOLT,1662
564,01-09-2021,2-Wheelers,OTHERS,1627
520,01-08-2021,2-Wheelers,ATHER,1613
425,01-05-2022,2-Wheelers,REVOLT,1589
660,01-11-2023,2-Wheelers,BGAUSS,1589
657,01-11-2023,2-Wheelers,OKINAWA,1587
747,01-02-2022,2-Wheelers,TVS,1560
400,01-04-2023,2-Wheelers,OKAYA EV,1544
325,01-02-2023,4-Wheelers,Mahindra & Mahindra,1531
385,01-04-2022,2-Wheelers,TVS,1498
736,01-01-2024,2-Wheelers,BGAUSS,1469
426,01-05-2022,2-Wheelers,PURE EV,1464
620,01-10-2023,2-Wheelers,OKINAWA,1457
684,01-12-2022,2-Wheelers,OKAYA EV,1445
745,01-02-2022,2-Wheelers,PURE EV,1428
612,01-10-2022,2-Wheelers,BEING,1422
484,01-07-2021,2-Wheelers,PURE EV,1417
786,01-03-2022,2-Wheelers,REVOLT,1413
94,01-04-2022,4-Wheelers,Tata Motors,1409
595,01-10-2021,2-Wheelers,PURE EV,1400
749,01-02-2022,2-Wheelers,BAJAJ,1372
443,01-06-2021,2-Wheelers,HERO ELECTRIC,1355
558,01-09-2021,2-Wheelers,PURE EV,1337
774,01-02-2024,2-Wheelers,BGAUSS,1334
496,01-07-2022,2-Wheelers,ATHER,1289
659,01-11-2023,2-Wheelers,OKAYA EV,1281
527,01-08-2021,2-Wheelers,OTHERS,1279
722,01-01-2023,2-Wheelers,OKAYA EV,1265
275,01-12-2022,4-Wheelers,Mahindra & Mahindra,1260
650,01-11-2022,2-Wheelers,JITENDRA,1256
371,01-04-2021,2-Wheelers,OKINAWA,1251
501,01-07-2022,2-Wheelers,BEING,1245
388,01-04-2022,2-Wheelers,REVOLT,1241
760,01-02-2023,2-Wheelers,OKAYA EV,1232
387,01-04-2022,2-Wheelers,BAJAJ,1223
259,01-11-2023,4-Wheelers,Mahindra & Mahindra,1222
811,01-03-2024,2-Wheelers,OKAYA EV,1218
649,01-11-2022,2-Wheelers,BEING,1216
205,01-09-2022,4-Wheelers,Mahindra & Mahindra,1213
490,01-07-2021,2-Wheelers,OTHERS,1202
698,01-12-2023,2-Wheelers,BGAUSS,1200
674,01-12-2021,2-Wheelers,BEING,1190
439,01-05-2023,2-Wheelers,BATTRE ELECTRIC,1185
623,01-10-2023,2-Wheelers,BGAUSS,1157
709,01-01-2022,2-Wheelers,TVS,1155
750,01-02-2022,2-Wheelers,BEING,1149
799,01-03-2023,2-Wheelers,REVOLT,1140
548,01-08-2023,2-Wheelers,OKAYA EV,1137
748,01-02-2022,2-Wheelers,REVOLT,1128
463,01-06-2022,2-Wheelers,PURE EV,1125
473,01-06-2023,2-Wheelers,HERO ELECTRIC,1123
671,01-12-2021,2-Wheelers,TVS,1119
613,01-10-2022,2-Wheelers,JITENDRA,1111
708,01-01-2022,2-Wheelers,OLA ELECTRIC,1107
538,01-08-2022,2-Wheelers,BEING,1099
521,01-08-2021,2-Wheelers,PURE EV,1094
183,01-08-2022,4-Wheelers,Mahindra & Mahindra,1085
593,01-10-2021,2-Wheelers,AMPERE,1083
498,01-07-2022,2-Wheelers,OKAYA EV,1076
250,01-11-2022,4-Wheelers,Mahindra & Mahindra,1067
712,01-01-2022,2-Wheelers,BEING,1062
789,01-03-2022,2-Wheelers,JITENDRA,1052
227,01-10-2022,4-Wheelers,Mahindra & Mahindra,1051
611,01-10-2022,2-Wheelers,PURE EV,1047
610,01-10-2022,2-Wheelers,REVOLT,1041
243,01-11-2021,4-Wheelers,Tata Motors,1036
284,01-12-2023,4-Wheelers,Mahindra & Mahindra,1015
788,01-03-2022,2-Wheelers,BEING,1013
292,01-01-2022,4-Wheelers,Tata Motors,1012
464,01-06-2022,2-Wheelers,BEING,1005
500,01-07-2022,2-Wheelers,PURE EV,1000
444,01-06-2021,2-Wheelers,OKINAWA,984
575,01-09-2022,2-Wheelers,BEING,975
300,01-01-2023,4-Wheelers,Mahindra & Mahindra,967
687,01-12-2022,2-Wheelers,BEING,966
572,01-09-2022,2-Wheelers,OKAYA EV,954
695,01-12-2023,2-Wheelers,OKINAWA,953
391,01-04-2022,2-Wheelers,JITENDRA,940
167,01-07-2023,4-Wheelers,MG Motor,935
648,01-11-2022,2-Wheelers,PURE EV,925
586,01-09-2023,2-Wheelers,BGAUSS,924
189,01-08-2023,4-Wheelers,MG Motor,913
549,01-08-2023,2-Wheelers,BGAUSS,912
636,01-11-2021,2-Wheelers,BEING,912
308,01-01-2024,4-Wheelers,MG Motor,908
535,01-08-2022,2-Wheelers,OKAYA EV,905
373,01-04-2021,2-Wheelers,ATHER,903
597,01-10-2021,2-Wheelers,REVOLT,900
309,01-01-2024,4-Wheelers,Mahindra & Mahindra,896
440,01-05-2023,2-Wheelers,KINETIC GREEN,886
361,01-03-2024,4-Wheelers,MG Motor,885
502,01-07-2022,2-Wheelers,JITENDRA,880
537,01-08-2022,2-Wheelers,PURE EV,880
589,01-09-2023,2-Wheelers,REVOLT,879
145,01-06-2023,4-Wheelers,MG Motor,877
390,01-04-2022,2-Wheelers,BEING,874
585,01-09-2023,2-Wheelers,OKAYA EV,873
161,01-07-2022,4-Wheelers,Mahindra & Mahindra,866
573,01-09-2022,2-Wheelers,REVOLT,865
622,01-10-2023,2-Wheelers,OKAYA EV,863
427,01-05-2022,2-Wheelers,BEING,862
787,01-03-2022,2-Wheelers,BAJAJ,855
523,01-08-2021,2-Wheelers,REVOLT,853
403,01-04-2023,2-Wheelers,KINETIC GREEN,838
